,brewery_id,beer_id,availability,beer_name,beer_style,abv,ibu,is_retired
4702,avMkil,FtRclf,NaN,Red Dog,American-Style Lager,4.8,NaN,N
4703,avMkil,WGDc9X,Year Round,Rounder Belgian Pale Ale,Belgian-Style Pale Ale,5.6,30,N
4704,avMkil,JzTfzY,Year Round,Sharp's,Non-Alcoholic (Beer) Malt Beverages,0,NaN,N
4705,avMkil,sww4Yo,Year Round,Sparks,Flavored Malt Beverage,6,NaN,N
4706,avMkil,ju6V17,Year Round,Sparks Blackberry,Flavored Malt Beverage,8,NaN,N
4707,avMkil,VGesiF,Year Round,Sparks Iced Tea,Flavored Malt Beverage,8,NaN,N
4708,avMkil,7aNgrg,Year Round,Sparks Lemonade,Flavored Malt Beverage,8,NaN,N
4709,avMkil,P7vtUN,Year Round,Steel Reserve BLK Berry,American-Style Lager,8,NaN,N
4710,avMkil,moD5Kw,NaN,Steel Reserve High Gravity 6.0,American-Style Lager,6,NaN,N
4711,avMkil,g284jn,Year Round,Third Shift,American-Style Amber Lager,5.3,NaN,N
4712,avMkil,3nOoHH,NaN,TK Lager,American-Style Amber/Red Ale,5.5,NaN,N
4713,avMkil,0toa5O,NaN,Zima Clear,Flavored Malt Beverage,5,NaN,N
4714,ueswRW,dSgPmn,Seasonal,Amaize IPA,American-Style India Pale Ale,6,NaN,N
4715,6wZAQJ,Q6QczB,Seasonal,Big Bang Smash IPA,American-Style India Pale Ale,6.5,NaN,N
4716,6wZAQJ,Z9GCWs,Seasonal,Biscuits n' Gravy ESB,Extra Special Bitter,5,NaN,N
4717,6wZAQJ,KVoaE0,Year Round,Brown Mule,English-Style Brown Ale,5.4,15,N
4718,6wZAQJ,wpXONR,Seasonal,Coffee Blonde,Golden or Blonde Ale,5,NaN,N
4719,6wZAQJ,ejsFI3,Seasonal,Double Island West Coast IPA,American-Style India Pale Ale,6.5,65,N
4720,6wZAQJ,iC5m4Z,Year Round,Faith Healer,Session India Pale Ale,4.7,40,N
4721,6wZAQJ,5sMxv8,Year Round,Frankie,American-Style Amber Lager,5.3,15,N
4722,6wZAQJ,TYe9lh,Year Round,Golden Hearts,American-Style Lager,4.2,12,N
4723,6wZAQJ,nmhopk,Seasonal,Irish Red,Irish-Style Red Ale,4.4,NaN,N
4724,6wZAQJ,BSz0gJ,Seasonal,Munich Dunkel,European-Style Dark / Münchner Dunkel,4.4,NaN,N
4725,6wZAQJ,H3b3RU,Seasonal,Mustang Oil Stout,American-Style Stout,7.2,25,N
4726,6wZAQJ,2Q9R8c,Seasonal,Red Dot,American-Style India Pale Ale,6.2,43,N
4727,6wZAQJ,tNJrav,Seasonal,Vanilla Bean Float Porter,Robust Porter,6.6,10,N
4728,ueswRW,dSgPmn,Seasonal,Amaize IPA,American-Style India Pale Ale,6,NaN,N
4729,6wZAQJ,Q6QczB,Seasonal,Big Bang Smash IPA,American-Style India Pale Ale,6.5,NaN,N
4730,6wZAQJ,Z9GCWs,Seasonal,Biscuits n' Gravy ESB,Extra Special Bitter,5,NaN,N
4731,6wZAQJ,KVoaE0,Year Round,Brown Mule,English-Style Brown Ale,5.4,15,N
4732,6wZAQJ,wpXONR,Seasonal,Coffee Blonde,Golden or Blonde Ale,5,NaN,N
4733,6wZAQJ,ejsFI3,Seasonal,Double Island West Coast IPA,American-Style India Pale Ale,6.5,65,N
4734,6wZAQJ,iC5m4Z,Year Round,Faith Healer,Session India Pale Ale,4.7,40,N
4735,6wZAQJ,5sMxv8,Year Round,Frankie,American-Style Amber Lager,5.3,15,N
4736,6wZAQJ,TYe9lh,Year Round,Golden Hearts,American-Style Lager,4.2,12,N
4737,6wZAQJ,nmhopk,Seasonal,Irish Red,Irish-Style Red Ale,4.4,NaN,N
4738,6wZAQJ,BSz0gJ,Seasonal,Munich Dunkel,European-Style Dark / Münchner Dunkel,4.4,NaN,N
4739,6wZAQJ,H3b3RU,Seasonal,Mustang Oil Stout,American-Style Stout,7.2,25,N
4740,6wZAQJ,2Q9R8c,Seasonal,Red Dot,American-Style India Pale Ale,6.2,43,N
4741,6wZAQJ,tNJrav,Seasonal,Vanilla Bean Float Porter,Robust Porter,6.6,10,N
4742,pcrctk,qbRV90,Limited,'tis the Saison,French & Belgian-Style Saison,7,30,N
4743,pcrctk,oqqAH5,NaN,366 Wit,Belgian-Style White (or Wit) / Belgian-Style Wheat,6,50,N
4744,pcrctk,wBk9cg,NaN,80 Schilling,Scottish-Style Heavy Ale,4.5,NaN,N
4745,pcrctk,RR1X8d,NaN,Aprinox,American-Style India Pale Ale,NaN,NaN,N
4746,pcrctk,U26EVa,Limited,Autopilot,Golden or Blonde Ale,4.8,40,N
4747,pcrctk,xZcQIe,NaN,Bandito,American-Style Light (Low Calorie) Lager,4.9,15,N
4748,pcrctk,6Yi8Fj,Limited,Barn Hopper,Other Belgian-Style Ales,7.5,80,N
4749,pcrctk,LC9kYb,Limited,Belgian Baster,Belgian-Style Dubbel,7.4,20,N
4750,pcrctk,fWoi2u,NaN,Boba's Galactic Trip,Berliner-Style Weisse (Wheat),4,NaN,N
4751,pcrctk,oG9tZd,Limited,Boiler Hater,American-Style Pale Ale,5.8,48,N
4752,pcrctk,Sj9eSh,NaN,Breast Intentions,French & Belgian-Style Saison,6,NaN,N
4753,pcrctk,yuEc8i,Limited,Burn Out,American-Style Brown Ale,9.5,90,N
4754,pcrctk,EHigzZ,Limited,Calyptic Blonde Ale,Belgian-Style Blonde Ale,5.6,35,N
4755,pcrctk,ifXqoS,Limited,CaraRyeZer,American-Style Pale Ale,5,40,N
4756,pcrctk,Y0VYjx,NaN,CAVU,Golden or Blonde Ale,4.6,NaN,N
4757,pcrctk,ZpbMrT,Limited,CHAllie Brown,English-Style Brown Ale,4.4,17,N
4758,pcrctk,7TUHqX,Year Round,Coco Loco,Robust Porter,6.2,40,N
4759,pcrctk,ivWclr,Winter,Cold Crash,Herb and Spice Beer,6.2,NaN,N
4760,pcrctk,X1dZto,NaN,Czech Mate,American-Style Pilsener,5,40,N
4761,pcrctk,FOecCi,Limited,Dark Thymes,French & Belgian-Style Saison,6.1,28,N
4762,SWMzJ3,kNOIG6,Limited,Directionally Challenged,American-Style India Pale Ale,5.5,NaN,N
4763,pcrctk,u3f1vW,Limited,Dirty Monkey,South German-Style Dunkel Weizen / Dunkel Weissbier,5.4,17.5,N
4764,pcrctk,SAaCvu,NaN,Draft Monk,American-Belgo-Style Ale,5.6,25,N
4765,pcrctk,bCCfkW,NaN,Drop Dead Gordgeous,Pumpkin Beer,9.2,20,N
4766,pcrctk,SiDMdt,NaN,Dubbel Trouble,Belgian-Style Dubbel,7.4,30,N
4767,pcrctk,4CAqa3,NaN,Dynamic Duo,Imperial or Double India Pale Ale,10.1,120,N
4768,pcrctk,Wx6XGz,NaN,Epiphany Pale Ale,American-Style Pale Ale,6.6,40,N
4769,pcrctk,ORUBkP,Limited,Extra Special Bart,Extra Special Bitter,6,35,N
4770,pcrctk,j5ig08,NaN,Fuzz IPA,American-Style India Pale Ale,7,75,N
4771,pcrctk,KzGext,Limited,Get The Party Tarted,Berliner-Style Weisse (Wheat),4.5,10,N
4772,pcrctk,ppeI3O,NaN,Getting Caught In the Grain,American-Style Wheat Wine Ale,4.6,22,N
4773,pcrctk,xVsYi2,Seasonal,Ghost Hop,Specialty Beer,6,68,N
4774,pcrctk,b5Hz2l,NaN,Good Cookie Pecan Sandie,Golden or Blonde Ale,5.6,19,N
4775,pcrctk,kwEYhA,NaN,Good Will Hopping,American-Style India Pale Ale,7.4,NaN,N
4776,pcrctk,hvjdnW,Fall,Gordgeous,Pumpkin Beer,6.4,NaN,N
4777,pcrctk,ufHaRm,NaN,Grapefruit Geddy,American-Style India Pale Ale,6.5,NaN,N
4778,pcrctk,u0UCoN,NaN,GREEN TEA LEMON KOLSCH,German-Style Kölsch / Köln-Style Kölsch,5.2,27,N
4779,pcrctk,zeH4gh,Limited,Hart en Ziel,Belgian-Style Pale Strong Ale,7.8,88,N
4780,pcrctk,DwPhN8,NaN,Hazy Hash IPA,American-Style India Pale Ale,7,NaN,N
4781,pcrctk,d4vo3H,Limited,HefeRyezen,South German-Style Hefeweizen / Hefeweissbier,4.7,13.4,N
4782,pcrctk,Fteac6,Limited,Hop Cakes,Imperial or Double India Pale Ale,10,118,N
4783,pcrctk,1x5tQg,NaN,Hop Experiment - Mosaic,American-Style Pale Ale,NaN,NaN,N
4784,pcrctk,9Wo7Np,NaN,Hop Roggen,Rye Ale or Lager with or without Yeast,5.5,52,N
4785,pcrctk,akNWSH,Year Round,"Hop, Drop 'n Roll",American-Style India Pale Ale,7.2,80,N
4786,pcrctk,Ysu4Fp,Limited,Hope's Stout,Sweet or Cream Stout,4,NaN,N
4787,pcrctk,Z4XTkE,NaN,Hoppy Holidays,American-Style India Pale Ale,6.5,60,N
4788,pcrctk,DWensK,NaN,Hopslager,American-Style Lager,4.5,30,N
4789,pcrctk,NJZPLE,NaN,Hot Pistol,Specialty Stouts,7,NaN,N
4790,pcrctk,KFSRwx,Limited,Imperial CoCo LoCo,Brown Porter,9.7,NaN,N
4791,pcrctk,2lte8X,NaN,"Imperial Hop, Drop 'N Roll",Imperial or Double India Pale Ale,10,119,N
4792,pcrctk,wZBG6O,Year Round,Jam Session,American-Style Pale Ale,5.1,31,N
4793,pcrctk,oT2zAL,Limited,Jole Mole,American-Style Amber/Red Ale,6.1,24,N
4794,pcrctk,M7a5NK,NaN,Kinda Peachy,American-Style Sour Ale,4.4,5,N
4795,pcrctk,04CMei,NaN,Kiwi Blonde,Golden or Blonde Ale,4.6,NaN,N
4796,pcrctk,0lCztq,Limited,KiWit,Belgian-Style White (or Wit) / Belgian-Style Wheat,5,18,N
4797,pcrctk,3x8MRS,NaN,Kukumber Kolsch,German-Style Kölsch / Köln-Style Kölsch,5.3,25,N
4798,pcrctk,BqAZwM,NaN,Lemon Shortbread Kolsch,German-Style Kölsch / Köln-Style Kölsch,4.8,NaN,N
4799,pcrctk,bxzsq8,Limited,Liquid Lust,British-Style Imperial Stout,11.6,32,N
4800,pcrctk,nJeH7o,NaN,Melon Drop Blonde,Golden or Blonde Ale,5.3,25,N
4801,pcrctk,x56Edy,NaN,Mexi Lager,American-Style Lager,5.3,NaN,N
4802,pcrctk,D46Kbi,Year Round,Midnight Madness,American-Style Black Ale,6.65,71,N
4803,pcrctk,jxdOlI,NaN,Minty Thin,Brown Porter,5.8,45,N
4804,pcrctk,pNp8l9,Year Round,Monk's Trunks,Belgian-Style Pale Ale,5.2,27,N
4805,pcrctk,kzqbBn,NaN,Montro,American-Style Imperial Stout,11.2,60,N
4806,pcrctk,isQwPA,Limited,Morning NoDaVation,American-Style Stout,5.8,40,N
4807,pcrctk,XinJvX,NaN,Muffin Top,American-Style Amber/Red Ale,6.8,23,N
4808,pcrctk,6xDLeE,NaN,N.E. Day Pale Ale,American-Style Pale Ale,5.2,40,N
4809,pcrctk,6Lp2f1,Limited,Natural Blond,Belgian-Style Blonde Ale,7.6,19,N
4810,pcrctk,C9KB0u,Limited,Naughty List,Specialty Beer,7.2,29,N
4811,pcrctk,lbnpgA,Year Round,NoDajito,Belgian-Style White (or Wit) / Belgian-Style Wheat,4.8,18,N
4812,pcrctk,yQeiIq,Limited,NoDaRyeZ'd,American-Style India Pale Ale,8.65,90,N
4813,JKx7GQ,hY6r9z,Limited,North Carolina Gose West,Leipzig-Style Gose,NaN,NaN,N
4814,pcrctk,8ofWA4,NaN,Not Your Dad's ChamBEER,American-Style Pale Ale,6,40,N
4815,pcrctk,3e3u7M,Seasonal,Oktoberfest,American-Style Märzen / Oktoberfest,6.3,20,N
4816,pcrctk,8g7n2M,NaN,Old Voyage,British-Style Barley Wine Ale,9.6,30,N
4817,pcrctk,WKD0xo,NaN,PACIFIC REIGN,Imperial or Double India Pale Ale,9.8,108,N
4818,pcrctk,QZshj4,Limited,Pacific Reign,Imperial or Double India Pale Ale,9.8,108,N
4819,pcrctk,Do4w5r,NaN,Par 4,Session India Pale Ale,4,65,N
4820,wTFQaf,C6q6Uu,NaN,Partner Ships: Hoppy Wheat Ale (NoDa),American-Style Wheat Beer,5,42,N
4821,pcrctk,3X9DPb,NaN,Premium Roast Coffee Stout,Coffee-Flavored Beer,5.5,35,N
4822,pcrctk,nEsyxw,NaN,Proceed With Kolschion,German-Style Kölsch / Köln-Style Kölsch,4.6,20,N
4823,pcrctk,tfir0U,NaN,Queen City Unity,American-Style India Pale Ale,7,58,N
4824,pcrctk,jnD5zy,Year Round,Ramble on Red,American-Style Amber/Red Ale,5.2,30,N
4825,pcrctk,fQDPce,Limited,Red Summit,American-Style India Pale Ale,7,80,N
4826,pcrctk,0r6G2L,NaN,Respect Your Elderflower,Contemporary Gose,4,3,N
4827,pcrctk,9K9HKA,Fall,Roaring Riot Rye Pale Ale,American-Style Pale Ale,5.5,NaN,N
4828,pcrctk,HjwDm5,Limited,Rye Not Stout,American-Style Stout,6.8,47,N
4829,pcrctk,WNNq4x,Limited,Rye So Serious???,Belgian-Style Dark Strong Ale,8,38,N
4830,pcrctk,UEzK6I,Limited,Ryet Spice Belgian Wit,Belgian-Style White (or Wit) / Belgian-Style Wheat,4.8,18,N
4831,pcrctk,36UbTD,Limited,S'more Porter,Brown Porter,5.8,27,N
4832,pcrctk,xIzT7K,Limited,S.S.A.S.M.A.S.H.,Specialty Beer,4.3,50,N
4833,pcrctk,9GpLQQ,NaN,Saison De Maison,French & Belgian-Style Saison,5.3,NaN,N
4834,pcrctk,cgX849,NaN,Samoan Blonde,Golden or Blonde Ale,4.9,20,N
4835,pcrctk,ewnuFz,NaN,Satsuma IPA,American-Style India Pale Ale,7,70,N
4836,pcrctk,ZciHGl,Limited,Single Berry,Fruit Wheat Ale or Lager with or without Yeast,3.9,34,N
4837,pcrctk,8h6eEO,Limited,Special Bee,Other Belgian-Style Ales,6.6,34,N
4838,pcrctk,qiIKmv,NaN,Steam Punk,California Common Beer,5.3,40,N
4839,pcrctk,EOZWdU,NaN,Sticky Rice,American-Style Lager,4.1,15,N
4840,pcrctk,3naUR6,NaN,Sticky When Wet,American-Style India Pale Ale,6.3,60,N
4841,pcrctk,R8dpPg,NaN,Stoutzilla,American-Style Stout,6,40,N
4842,pcrctk,LdWOmk,NaN,Such A Teaz,American-Style India Pale Ale,5.7,21,N
4843,pcrctk,Iw3Mpy,NaN,Summer Heat Wheat,American-Style Wheat Beer,5.4,NaN,N
4844,pcrctk,l8OKJV,NaN,Tagging-Along,American-Style Brown Ale,5.4,NaN,N
4845,pcrctk,q8K6NE,Limited,Tart Attack,Berliner-Style Weisse (Wheat),4.3,NaN,N
4846,pcrctk,BwR5QC,Limited,Tart Your Engines,Berliner-Style Weisse (Wheat),5.23,6,N
4847,pcrctk,riNQM9,Limited,Top of the Charts,American-Style India Pale Ale,6,62,N
4848,pcrctk,4QJcH4,Year Round,TriUmphant,Belgian-Style Tripel,9.7,35,N
4849,pcrctk,kCC69B,NaN,Weizen Up,South German-Style Hefeweizen / Hefeweissbier,5.3,NaN,N
4850,pcrctk,QmlnJm,Limited,Winter Rose,Golden or Blonde Ale,6,28,N
4851,pcrctk,m7lNay,Year Round,Woody & Wilcox,American-Style India Pale Ale,6,60,N
4852,pcrctk,3pibIN,NaN,Woody & Wilcox’s Hop Experiment Session Ale - Special Hop Blend,Session India Pale Ale,4.9,NaN,N
4853,pcrctk,l0pSNp,Limited,Zest Fest,Other Belgian-Style Ales,6.5,35,N
4854,pcrctk,qbRV90,Limited,'tis the Saison,French & Belgian-Style Saison,7,30,N
4855,pcrctk,oqqAH5,NaN,366 Wit,Belgian-Style White (or Wit) / Belgian-Style Wheat,6,50,N
4856,pcrctk,wBk9cg,NaN,80 Schilling,Scottish-Style Heavy Ale,4.5,NaN,N
4857,pcrctk,RR1X8d,NaN,Aprinox,American-Style India Pale Ale,NaN,NaN,N
4858,pcrctk,U26EVa,Limited,Autopilot,Golden or Blonde Ale,4.8,40,N
4859,pcrctk,xZcQIe,NaN,Bandito,American-Style Light (Low Calorie) Lager,4.9,15,N
4860,pcrctk,6Yi8Fj,Limited,Barn Hopper,Other Belgian-Style Ales,7.5,80,N
4861,pcrctk,LC9kYb,Limited,Belgian Baster,Belgian-Style Dubbel,7.4,20,N
4862,pcrctk,fWoi2u,NaN,Boba's Galactic Trip,Berliner-Style Weisse (Wheat),4,NaN,N
4863,pcrctk,oG9tZd,Limited,Boiler Hater,American-Style Pale Ale,5.8,48,N
4864,pcrctk,Sj9eSh,NaN,Breast Intentions,French & Belgian-Style Saison,6,NaN,N
4865,pcrctk,yuEc8i,Limited,Burn Out,American-Style Brown Ale,9.5,90,N
4866,pcrctk,EHigzZ,Limited,Calyptic Blonde Ale,Belgian-Style Blonde Ale,5.6,35,N
4867,pcrctk,ifXqoS,Limited,CaraRyeZer,American-Style Pale Ale,5,40,N
4868,pcrctk,Y0VYjx,NaN,CAVU,Golden or Blonde Ale,4.6,NaN,N
4869,pcrctk,ZpbMrT,Limited,CHAllie Brown,English-Style Brown Ale,4.4,17,N
4870,pcrctk,7TUHqX,Year Round,Coco Loco,Robust Porter,6.2,40,N
4871,pcrctk,ivWclr,Winter,Cold Crash,Herb and Spice Beer,6.2,NaN,N
4872,pcrctk,X1dZto,NaN,Czech Mate,American-Style Pilsener,5,40,N
4873,pcrctk,FOecCi,Limited,Dark Thymes,French & Belgian-Style Saison,6.1,28,N
4874,SWMzJ3,kNOIG6,Limited,Directionally Challenged,American-Style India Pale Ale,5.5,NaN,N
4875,pcrctk,u3f1vW,Limited,Dirty Monkey,South German-Style Dunkel Weizen / Dunkel Weissbier,5.4,17.5,N
4876,pcrctk,SAaCvu,NaN,Draft Monk,American-Belgo-Style Ale,5.6,25,N
4877,pcrctk,bCCfkW,NaN,Drop Dead Gordgeous,Pumpkin Beer,9.2,20,N
4878,pcrctk,SiDMdt,NaN,Dubbel Trouble,Belgian-Style Dubbel,7.4,30,N
4879,pcrctk,4CAqa3,NaN,Dynamic Duo,Imperial or Double India Pale Ale,10.1,120,N
4880,pcrctk,Wx6XGz,NaN,Epiphany Pale Ale,American-Style Pale Ale,6.6,40,N
4881,pcrctk,ORUBkP,Limited,Extra Special Bart,Extra Special Bitter,6,35,N
4882,pcrctk,j5ig08,NaN,Fuzz IPA,American-Style India Pale Ale,7,75,N
4883,pcrctk,KzGext,Limited,Get The Party Tarted,Berliner-Style Weisse (Wheat),4.5,10,N
4884,pcrctk,ppeI3O,NaN,Getting Caught In the Grain,American-Style Wheat Wine Ale,4.6,22,N
4885,pcrctk,xVsYi2,Seasonal,Ghost Hop,Specialty Beer,6,68,N
4886,pcrctk,b5Hz2l,NaN,Good Cookie Pecan Sandie,Golden or Blonde Ale,5.6,19,N
4887,pcrctk,kwEYhA,NaN,Good Will Hopping,American-Style India Pale Ale,7.4,NaN,N
4888,pcrctk,hvjdnW,Fall,Gordgeous,Pumpkin Beer,6.4,NaN,N
4889,pcrctk,ufHaRm,NaN,Grapefruit Geddy,American-Style India Pale Ale,6.5,NaN,N
4890,pcrctk,u0UCoN,NaN,GREEN TEA LEMON KOLSCH,German-Style Kölsch / Köln-Style Kölsch,5.2,27,N
4891,pcrctk,zeH4gh,Limited,Hart en Ziel,Belgian-Style Pale Strong Ale,7.8,88,N
4892,pcrctk,DwPhN8,NaN,Hazy Hash IPA,American-Style India Pale Ale,7,NaN,N
4893,pcrctk,d4vo3H,Limited,HefeRyezen,South German-Style Hefeweizen / Hefeweissbier,4.7,13.4,N
4894,pcrctk,Fteac6,Limited,Hop Cakes,Imperial or Double India Pale Ale,10,118,N
4895,pcrctk,1x5tQg,NaN,Hop Experiment - Mosaic,American-Style Pale Ale,NaN,NaN,N
4896,pcrctk,9Wo7Np,NaN,Hop Roggen,Rye Ale or Lager with or without Yeast,5.5,52,N
4897,pcrctk,akNWSH,Year Round,"Hop, Drop 'n Roll",American-Style India Pale Ale,7.2,80,N
4898,pcrctk,Ysu4Fp,Limited,Hope's Stout,Sweet or Cream Stout,4,NaN,N
4899,pcrctk,Z4XTkE,NaN,Hoppy Holidays,American-Style India Pale Ale,6.5,60,N
4900,pcrctk,DWensK,NaN,Hopslager,American-Style Lager,4.5,30,N
4901,pcrctk,NJZPLE,NaN,Hot Pistol,Specialty Stouts,7,NaN,N
4902,pcrctk,KFSRwx,Limited,Imperial CoCo LoCo,Brown Porter,9.7,NaN,N
4903,pcrctk,2lte8X,NaN,"Imperial Hop, Drop 'N Roll",Imperial or Double India Pale Ale,10,119,N
4904,pcrctk,wZBG6O,Year Round,Jam Session,American-Style Pale Ale,5.1,31,N
4905,pcrctk,oT2zAL,Limited,Jole Mole,American-Style Amber/Red Ale,6.1,24,N
4906,pcrctk,M7a5NK,NaN,Kinda Peachy,American-Style Sour Ale,4.4,5,N
4907,pcrctk,04CMei,NaN,Kiwi Blonde,Golden or Blonde Ale,4.6,NaN,N
4908,pcrctk,0lCztq,Limited,KiWit,Belgian-Style White (or Wit) / Belgian-Style Wheat,5,18,N
4909,pcrctk,3x8MRS,NaN,Kukumber Kolsch,German-Style Kölsch / Köln-Style Kölsch,5.3,25,N
4910,pcrctk,BqAZwM,NaN,Lemon Shortbread Kolsch,German-Style Kölsch / Köln-Style Kölsch,4.8,NaN,N
4911,pcrctk,bxzsq8,Limited,Liquid Lust,British-Style Imperial Stout,11.6,32,N
4912,pcrctk,nJeH7o,NaN,Melon Drop Blonde,Golden or Blonde Ale,5.3,25,N
4913,pcrctk,x56Edy,NaN,Mexi Lager,American-Style Lager,5.3,NaN,N
4914,pcrctk,D46Kbi,Year Round,Midnight Madness,American-Style Black Ale,6.65,71,N
4915,pcrctk,jxdOlI,NaN,Minty Thin,Brown Porter,5.8,45,N
4916,pcrctk,pNp8l9,Year Round,Monk's Trunks,Belgian-Style Pale Ale,5.2,27,N
4917,pcrctk,kzqbBn,NaN,Montro,American-Style Imperial Stout,11.2,60,N
4918,pcrctk,isQwPA,Limited,Morning NoDaVation,American-Style Stout,5.8,40,N
4919,pcrctk,XinJvX,NaN,Muffin Top,American-Style Amber/Red Ale,6.8,23,N
4920,pcrctk,6xDLeE,NaN,N.E. Day Pale Ale,American-Style Pale Ale,5.2,40,N
4921,pcrctk,6Lp2f1,Limited,Natural Blond,Belgian-Style Blonde Ale,7.6,19,N
4922,pcrctk,C9KB0u,Limited,Naughty List,Specialty Beer,7.2,29,N
4923,pcrctk,lbnpgA,Year Round,NoDajito,Belgian-Style White (or Wit) / Belgian-Style Wheat,4.8,18,N
4924,pcrctk,yQeiIq,Limited,NoDaRyeZ'd,American-Style India Pale Ale,8.65,90,N
4925,JKx7GQ,hY6r9z,Limited,North Carolina Gose West,Leipzig-Style Gose,NaN,NaN,N
4926,pcrctk,8ofWA4,NaN,Not Your Dad's ChamBEER,American-Style Pale Ale,6,40,N
4927,pcrctk,3e3u7M,Seasonal,Oktoberfest,American-Style Märzen / Oktoberfest,6.3,20,N
4928,pcrctk,8g7n2M,NaN,Old Voyage,British-Style Barley Wine Ale,9.6,30,N
4929,pcrctk,WKD0xo,NaN,PACIFIC REIGN,Imperial or Double India Pale Ale,9.8,108,N
4930,pcrctk,QZshj4,Limited,Pacific Reign,Imperial or Double India Pale Ale,9.8,108,N
4931,pcrctk,Do4w5r,NaN,Par 4,Session India Pale Ale,4,65,N
4932,wTFQaf,C6q6Uu,NaN,Partner Ships: Hoppy Wheat Ale (NoDa),American-Style Wheat Beer,5,42,N
4933,pcrctk,3X9DPb,NaN,Premium Roast Coffee Stout,Coffee-Flavored Beer,5.5,35,N
4934,pcrctk,nEsyxw,NaN,Proceed With Kolschion,German-Style Kölsch / Köln-Style Kölsch,4.6,20,N
4935,pcrctk,tfir0U,NaN,Queen City Unity,American-Style India Pale Ale,7,58,N
4936,pcrctk,jnD5zy,Year Round,Ramble on Red,American-Style Amber/Red Ale,5.2,30,N
4937,pcrctk,fQDPce,Limited,Red Summit,American-Style India Pale Ale,7,80,N
4938,pcrctk,0r6G2L,NaN,Respect Your Elderflower,Contemporary Gose,4,3,N
4939,pcrctk,9K9HKA,Fall,Roaring Riot Rye Pale Ale,American-Style Pale Ale,5.5,NaN,N
4940,pcrctk,HjwDm5,Limited,Rye Not Stout,American-Style Stout,6.8,47,N
4941,pcrctk,WNNq4x,Limited,Rye So Serious???,Belgian-Style Dark Strong Ale,8,38,N
4942,pcrctk,UEzK6I,Limited,Ryet Spice Belgian Wit,Belgian-Style White (or Wit) / Belgian-Style Wheat,4.8,18,N
4943,pcrctk,36UbTD,Limited,S'more Porter,Brown Porter,5.8,27,N
4944,pcrctk,xIzT7K,Limited,S.S.A.S.M.A.S.H.,Specialty Beer,4.3,50,N
4945,pcrctk,9GpLQQ,NaN,Saison De Maison,French & Belgian-Style Saison,5.3,NaN,N
4946,pcrctk,cgX849,NaN,Samoan Blonde,Golden or Blonde Ale,4.9,20,N
4947,pcrctk,ewnuFz,NaN,Satsuma IPA,American-Style India Pale Ale,7,70,N
4948,pcrctk,ZciHGl,Limited,Single Berry,Fruit Wheat Ale or Lager with or without Yeast,3.9,34,N
4949,pcrctk,8h6eEO,Limited,Special Bee,Other Belgian-Style Ales,6.6,34,N
4950,pcrctk,qiIKmv,NaN,Steam Punk,California Common Beer,5.3,40,N
4951,pcrctk,EOZWdU,NaN,Sticky Rice,American-Style Lager,4.1,15,N
4952,pcrctk,3naUR6,NaN,Sticky When Wet,American-Style India Pale Ale,6.3,60,N
4953,pcrctk,R8dpPg,NaN,Stoutzilla,American-Style Stout,6,40,N
4954,pcrctk,LdWOmk,NaN,Such A Teaz,American-Style India Pale Ale,5.7,21,N
4955,pcrctk,Iw3Mpy,NaN,Summer Heat Wheat,American-Style Wheat Beer,5.4,NaN,N
4956,pcrctk,l8OKJV,NaN,Tagging-Along,American-Style Brown Ale,5.4,NaN,N
4957,pcrctk,q8K6NE,Limited,Tart Attack,Berliner-Style Weisse (Wheat),4.3,NaN,N
4958,pcrctk,BwR5QC,Limited,Tart Your Engines,Berliner-Style Weisse (Wheat),5.23,6,N
4959,pcrctk,riNQM9,Limited,Top of the Charts,American-Style India Pale Ale,6,62,N
4960,pcrctk,4QJcH4,Year Round,TriUmphant,Belgian-Style Tripel,9.7,35,N
4961,pcrctk,kCC69B,NaN,Weizen Up,South German-Style Hefeweizen / Hefeweissbier,5.3,NaN,N
4962,pcrctk,QmlnJm,Limited,Winter Rose,Golden or Blonde Ale,6,28,N
4963,pcrctk,m7lNay,Year Round,Woody & Wilcox,American-Style India Pale Ale,6,60,N
4964,pcrctk,3pibIN,NaN,Woody & Wilcox’s Hop Experiment Session Ale - Special Hop Blend,Session India Pale Ale,4.9,NaN,N
4965,pcrctk,l0pSNp,Limited,Zest Fest,Other Belgian-Style Ales,6.5,35,N
4966,kHGmaY,pMniBt,Limited,Blood Orange Pale Ale,American-Style Pale Ale,5.3,45,N
4967,kHGmaY,RgWWLK,NaN,Coffee Stout,Specialty Stouts,5.9,40,N
4968,kHGmaY,NPjUO0,NaN,Cranberry Kölsch,German-Style Kölsch / Köln-Style Kölsch,4.5,NaN,N
4969,kHGmaY,WSZ3vh,Seasonal,Fall Amber with Roasted Pecans,American-Style Amber/Red Ale,6.1,35,N
4970,kHGmaY,u8qFmG,Year Round,Grapefruit IPA,American-Style India Pale Ale,6.5,55,N
4971,kHGmaY,D34u2S,Limited,Heaven Hill Bourbon Barrel-Aged Imperial Stout,American-Style Imperial Stout,11.8,65,N
4972,kHGmaY,l60gEZ,NaN,Hoppy Blonde,Golden or Blonde Ale,6,40,N
4973,kHGmaY,Hp7Rcp,Year Round,IPA,American-Style India Pale Ale,7,55,N
4974,kHGmaY,3BfpJx,Year Round,Kolsch,German-Style Kölsch / Köln-Style Kölsch,NaN,NaN,N
